Rank,Freq,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er, sie, es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,Bild,Bild 1,Bild 2,Bild 3,Bild 4
171,12523,gehören,gehöre,,gehörst,,gehört,gehörte,,gehört,,gehörte,,gehör,gehöre,,gehört,,haben,,,,,,
172,12492,melden,melde,,meldest,,meldet,meldete,,gemeldet,,meldete,,melde,,,meldet,,haben,,,,,,
173,12453,schaden,schade,,schadest,,schadet,schadete,,geschadet,,schadete,,schade,,,schadet,,haben,,,,,,
174,12298,drehen,drehe,,drehst,,dreht,drehte,,gedreht,,drehte,,drehe,dreh,,dreht,,haben,,,,,,
175,12239,kranken,kranke,,krankst,,krankt,krankte,,gekrankt,,krankte,,kranke,,,krankt,,haben,sein,,,,,
176,12233,laden,lade,,lädst,,lädt,lud,,geladen,,lüde,,lade,,,ladet,,haben,,,,,,
177,12169,erreichen,erreiche,,erreichst,,erreicht,erreichte,,erreicht,,erreichte,,erreich,erreiche,,erreicht,,haben,,"Rugby (5828939713).jpg|thumb|1|Zwei [[Spieler]] [[versuchen]] in einer [[Gasse]], den [[Ball]] zu ''erreichen''",,,,
178,11954,tagen,tage,,tagst,,tagt,tagte,,getagt,,tagte,,tag,tage,,tagt,,haben,,,,,,
179,11899,triefen,triefe,,triefst,,trieft,troff,triefte,getroffen,getrieft,tröffe,triefte,trief,triefe,,trieft,,haben,,,,,,
180,11870,fällen,fälle,,fällst,,fällt,fällte,,gefällt,,fällte,,fälle,,,fällt,,haben,,,Faellen.jpg|120px|1|einen Baum ''fällen'',"Mengs, Urteil des Paris.jpg|thumb|2|Paris ''fällt'' ein Urteil",,
181,11831,angreifen,greife an,,greifst an,,greift an,griff an,,angegriffen,,griffe an,,greif an,,,greift an,,haben,,,,,,
182,11725,kosten,koste,,kostest,,kostet,kostete,,gekostet,,kostete,,koste,,,kostet,,haben,,,,,,
183,11665,stören,störe,,störst,,stört,störte,,gestört,,störte,,stör,störe,,stört,,haben,,,,,,
184,11657,bauen,baue,,baust,,baut,baute,,gebaut,,baute,,baue,bau,,baut,,haben,,,,,,
185,11457,übernehmen,übernehme,,übernimmst,,übernimmt,übernahm,,übernommen,,übernähme,,übernimm,,,übernehmt,,haben,,,,,,
186,11230,tanzen,tanze,,tanzt,,tanzt,tanzte,,getanzt,,tanzte,,tanze,tanz,,tanzt,,haben,,,"Angelina Sansone dans Casse-Noisette, Kansas City Ballet, -4 décembre 2013 a.jpg|thumb|1|[[Ballett]] ''tanzen''",Dance reedit 2.webm|thumb|2|Ein [[Paar]] ''tanzt'' [[Cha-Cha-Cha]],,
187,11036,antworten,antworte,,antwortest,,antwortet,antwortete,,geantwortet,,antwortete,,antworte,,,antwortet,,haben,,,,,,
188,10926,erschießen,erschieße,,erschießt,,erschießt,erschoss,,erschossen,,erschösse,,erschieß,erschieße,,erschießt,,haben,,"Bundesarchiv Bild 101I-212-0221-06, Russland-Nord, Erschießung von Partisanen.jpg|thumb|1|[[Partisan]]en werden durch [[deutsch]]e [[Soldat]]en ''erschossen''",,,,
189,10896,nachdenken,denke nach,,denkst nach,,denkt nach,dachte nach,,nachgedacht,,dächte nach,,denke nach,,,denkt nach,,haben,,,,,,
190,10884,beruhigen,beruhige,,beruhigst,,beruhigt,beruhigte,,beruhigt,,beruhigte,,beruhige,,,beruhigt,,haben,,,,,,
191,10625,weinen,weine,,weinst,,weint,weinte,,geweint,,weinte,,weine,,,weint,,haben,,Crying-girl.jpg|250px|1|''weinendes'' Mädchen,,,,
192,10625,stillen,stille,,stillst,,stillt,stillte,,gestillt,,stillte,,still,stille,,stillt,,haben,,,William-Adolphe Bouguereau (1825-1905) - Thirst (1886).jpg|180px|1|Eine Frau stillt ihren Durst.,Kabala mother.jpg|180px|2|eine stillende Mutter,,
193,10525,nähen,nähe,,nähst,,näht,nähte,,genäht,,nähte,,nähe,,,näht,,haben,,,"Albert Anker - Der Dorfschneider.jpg|thumb|1|ein [[Schneider]], der ''näht''",SenegalSewing.jpg|thumb|2|sie ''näht'' an einer [[Nähmaschine]],Nähmaschine Slow Motion.webm|thumb|2|''Nähen'' mit einer [[Nähmaschine]] ([[technisch]]er [[Vorgang]]),Sutures_a_patients_hand.jpg|thumb|3|''nähen'' einer [[Wunde]] am [[Finger]]
194,10494,schwören,schwöre,,schwörst,,schwört,schwor,schwur,geschworen,,schwüre,,schwöre,,,schwört,,haben,,,,,,
195,10470,fürchten,fürchte,,fürchtest,,fürchtet,fürchtete,,gefürchtet,,fürchtete,,fürchte,fürcht,,fürchtet,,haben,,,,,,
196,10145,beschützen,beschütze,,beschützt,,beschützt,beschützte,,beschützt,,beschützte,,beschütze,,,beschützt,,haben,,,,,,
197,10140,steigen,steige,,steigst,,steigt,stieg,,gestiegen,,stiege,,steig,steige,,steigt,,sein,,,Flying a kite 002.jpg|thumb|1|Einen [[Drachen]] ''steigen'' [[lassen]],"Fotothek df roe-neg 0003003 004 Portrait eines Mädchens in Badebekleidung aus dem Becken steigend, Bad Süd-Ost i.jpg|thumb|2|aus dem [[Wasser]] ''steigen''","Abbildung1.JPG|thumb|4|[[Kosten]], [[Nutzen]], [[Preis]]e, [[Umsatz|Umsätze]], [[etc.]] ''steigen''",
198,10121,nähern,nähere,,näherst,,nähert,näherte,,genähert,,näherte,,nähere,,,nähert,,haben,,,,,,
199,10096,erwischen,erwische,,erwischst,,erwischt,erwischte,,erwischt,,erwischte,,erwische,,,erwischt,,haben,,,,,,
200,10084,verändern,verändere,,veränderst,,verändert,veränderte,,verändert,,veränderte,,veränder,,,verändert,,haben,,,,,,
201,10048,merken,merke,,merkst,,merkt,merkte,,gemerkt,,merkte,,merke,merk,,merkt,,haben,,,,,,
202,9900,verlangen,verlange,,verlangst,,verlangt,verlangte,,verlangt,,verlangte,,verlange,,,verlangt,,haben,,,,,,
203,9849,beweisen,beweise,,beweist,,beweist,bewies,,bewiesen,,bewiese,,beweise,beweis,,beweist,,haben,,,,,,
204,9809,entfernen,entferne,,entfernst,,entfernt,entfernte,,entfernt,,entfernte,,entferne,,,entfernt,,haben,,,,,,
205,9805,mitnehmen,nehme mit,,nimmst mit,,nimmt mit,nahm mit,,mitgenommen,,nähme mit,,nimm mit,,,nehmt mit,,haben,,,,,,
206,9738,überleben,überlebe,,überlebst,,überlebt,überlebte,,überlebt,,überlebte,,überlebe,,,überlebt,,haben,,,,,,
207,9674,regeln,regle,regele,regelst,,regelt,regelte,,geregelt,,regelte,,regle,regele,,regelt,,haben,,,,,,
208,9581,sieben,siebe,,siebst,,siebt,siebte,,gesiebt,,siebte,,sieb,siebe,,siebt,,haben,,Sifting Grain (8352533158).jpg|thumb|1|[[Getreide]] ''sieben'',,,,
209,9525,schreien,schreie,,schreist,,schreit,schrie,,geschrien,,schrie,,schreie,schrei,,schreit,,haben,,Drill sergeant screams.jpg|thumb|2|Ein [[Militärausbilder]] ''schreit'' einen [[Befehl]],,,,
210,9497,planen,plane,,planst,,plant,plante,,geplant,,plante,,plane,,,plant,,haben,,,,,,
211,9477,aufhalten,halte auf,,hältst auf,,hält auf,hielt auf,,aufgehalten,,hielte auf,,halte auf,,,haltet auf,,haben,,,,,,
212,9384,irren,irre,,irrst,,irrt,irrte,,geirrt,,irrte,,irr,irre,,irrt,,haben,sein,,,,,
213,9320,verlieben,verliebe,,verliebst,,verliebt,verliebte,,verliebt,,verliebte,,verlieb,,,verliebt,,haben,,,,,,
214,9315,beenden,beende,,beendest,,beendet,beendete,,beendet,,beendete,,beende,,,beendet,,haben,,,,,,
215,9305,verheiraten,verheirate,,verheiratest,,verheiratet,verheiratete,,verheiratet,,verheiratete,,verheirat,verheirate,,verheiratet,,haben,,,,,,
216,9271,erhalten,erhalte,,erhältst,,erhält,erhielt,,erhalten,,erhielte,,erhalt,erhalte,,erhaltet,,haben,,,,,,
217,9214,kennenlernen,lerne kennen,,lernst kennen,,lernt kennen,lernte kennen,,kennengelernt,,lernte kennen,,lerne kennen,,,lernt kennen,,haben,,,,,,
218,9197,besuchen,besuche,,besuchst,,besucht,besuchte,,besucht,,besuchte,,besuch,besuche,,besucht,,haben,,,,,,
219,9183,dienen,diene,,dienst,,dient,diente,,gedient,,diente,,diene,,,dient,,haben,,,Reeve_and_Serfs.jpg|mini|1|Leibeigene ''dienen'' ihrem Herren,Gorrila_tool_use-Efi.jpg|mini|3|ein Stock ''dient'' einem Affen als Werkzeug,"World War I veteran Joseph Ambrose, 86, at the dedication day parade for the Vietnam Veterans Memorial in 1982.jpg|mini|4|ein Mann, welcher im zweiten Weltkrieg ''gedient'' hat",
220,9130,verfolgen,verfolge,,verfolgst,,verfolgt,verfolgte,,verfolgt,,verfolgte,,verfolge,,,verfolgt,,haben,,,,,,
221,9100,wundern,wundere,,wunderst,,wundert,wunderte,,gewundert,,wunderte,,wunder,,,wundert,,haben,,Himmelsstürmer staunen.JPG|mini|2|die Damen ''wundern sich'' offensichtlich,,,,
222,9081,weisen,weise,,weist,,weist,wies,,gewiesen,,wiese,,weis,,,weist,,haben,,,,,,
223,9046,verraten,verrate,,verrätst,,verrät,verriet,,verraten,,verriete,,verrate,,,verratet,,haben,,,,,,
224,9018,zählen,zähle,,zählst,,zählt,zählte,,gezählt,,zählte,,zähle,,,zählt,,haben,,,,,,
225,8997,rennen,renne,,rennst,,rennt,rannte,,gerannt,,rennte,,renn,renne,,rennt,,sein,,,Escolares-chilenos-Talcahuano.jpg|thumb|1|[[Mädchen]] ''rennen'' auf dem [[Pausenhof]].,Women 800 m French Athletics Championships 2013 t161139.jpg|mini|1|{{K|Sport,,
226,8960,riechen,rieche,,riechst,,riecht,roch,,gerochen,,röche,,rieche,riech,,riecht,,haben,,,,,,
227,8935,verbringen,verbringe,,verbringst,,verbringt,verbrachte,,verbracht,,verbrächte,,verbringe,verbring,,verbringt,,haben,,,,,,
228,8886,bestehen,bestehe,,bestehst,,besteht,bestand,,bestanden,,bestände,bestünde,besteh,bestehe,,besteht,,haben,,,,,,
229,8859,treten,trete,,trittst,,tritt,trat,,getreten,,träte,,tritt,,,tretet,,haben,sein,,,,,
230,8847,verhaften,verhafte,,verhaftest,,verhaftet,verhaftete,,verhaftet,,verhaftete,,verhafte,verhaft,,verhaftet,,haben,sein,ICE.XCheckII.arrestcuffs.jpg|thumb|1|ein [[Mann]] wird ''verhaftet'',,,,
231,8789,zurückkommen,komme zurück,,kommst zurück,,kommt zurück,kam zurück,,zurückgekommen,,käme zurück,,komm zurück,,,kommt zurück,,sein,,,,,,
232,8783,erlauben,erlaube,,erlaubst,,erlaubt,erlaubte,,erlaubt,,erlaubte,,erlaube,,,erlaubt,,haben,,,,,,
233,8648,schulden,schulde,,schuldest,,schuldet,schuldete,,geschuldet,,schuldete,,schuld,schulde,,schuldet,,haben,,,,,,
234,8636,besitzen,besitze,,besitzt,,besitzt,besaß,,besessen,,besäße,,besitze,besitz,,besitzt,,haben,,,,,,
235,8636,meistern,meistere,,meisterst,,meistert,meisterte,,gemeistert,,meisterte,,meistere,,,meistert,,haben,,,,,,
236,8610,nötigen,nötige,,nötigst,,nötigt,nötigte,,genötigt,,nötigte,,nötige,,,nötigt,,haben,,,,,,
237,8481,behandeln,behandele,behandle,behandelst,,behandelt,behandelte,,behandelt,,behandelte,,behandele,behandle,,behandelt,,haben,,,,,,
238,8455,spüren,spüre,,spürst,,spürt,spürte,,gespürt,,spürte,,spüre,,,spürt,,haben,,,,,,
239,8442,handeln,handle,handele,handelst,,handelt,handelte,,gehandelt,,handelte,,handle,handel,,handelt,,haben,,,,,,
240,8431,teilen,teile,,teilst,,teilt,teilte,,geteilt,,teilte,,teile,,,teilt,,haben,,,,,,
241,8369,bieten,biete,,bietest,beutst,bietet,bot,,geboten,,böte,,biete,beut,,bietet,,haben,,"Bundesarchiv B 145 Bild-F019013-0008, Bremerhaven, Fischereihafen, Auktion.jpg|260px|10|Ein Mann bietet per Handzeichen bei einer Fischauktion.",,,,
242,8321,überraschen,überrasche,,überraschst,überrascht,überrascht,überraschte,,überrascht,,überraschte,,überrasche,,,überrascht,,haben,,,,,,
243,8318,leiden,leide,,leidest,,leidet,litt,,gelitten,,litte,,leide,''selten:'' leid,,leidet,,haben,,,,,,
244,8288,überprüfen,überprüfe,,überprüfst,,überprüft,überprüfte,,überprüft,,überprüfte,,überprüfe,,,überprüft,,haben,,,,,,
245,8262,atmen,atme,,atmest,,atmet,atmete,,geatmet,,atmete,,atme,,,atmet,,haben,,,,,,
246,8180,wählen,wähle,,wählst,,wählt,wählte,,gewählt,,wählte,,wähle,,,wählt,,haben,,,,,,
247,8004,überlegen,überlege,,überlegst,,überlegt,überlegte,,überlegt,,überlegte,,überlege,,,überlegt,,haben,,,,,,
248,7952,rücken,rücke,,rückst,,rückt,rückte,,gerückt,,rückte,,rücke,rück,,rückt,,haben,sein,,,,,
249,7925,zwingen,zwinge,,zwingst,,zwingt,zwang,,gezwungen,,zwänge,,zwinge,zwing,,zwingt,,haben,,,,,,
250,7862,jagen,jage,,jagst,,jagt,jagte,,gejagt,,jagte,,jag,jage,,jagt,,haben,,,,,,
251,7840,bekennen,bekenne,,bekennst,,bekennt,bekannte,,bekannt,,bekennte,,bekenne,bekenn,,bekennt,,haben,,,,,,
252,7838,annehmen,nehme an,,nimmst an,,nimmt an,nahm an,,angenommen,,nähme an,,nimm an,,,nehmt an,,haben,,Germany and Argentina face off in the final of the World Cup 2014 -2014-07-13 (6).jpg|thumb|5|einen [[Ball]] aus der [[Luft]] ''annehmen'' und [[sofort]] [[aufs]] [[Tor]] [[schießen]],,,,
253,7798,herkommen,komme her,,kommst her,,kommt her,kam her,,hergekommen,,käme her,,komm her,komme her,,kommt her,,sein,,,,,,
254,7761,schnappen,schnappe,,schnappst,,schnappt,schnappte,,geschnappt,,schnappte,,schnapp,schnappe,,schnappt,,sein,haben,,,,,
255,7755,verzeihen,verzeihe,,verzeihst,,verzeiht,verzieh,,verziehen,,verziehe,,verzeihe,verzeih,,verzeiht,,haben,,,,,,
256,7725,ermorden,ermorde,,ermordest,,ermordet,ermordete,,ermordet,,ermordete,,ermorde,,,ermordet,,haben,,,,,,
257,7685,beschäftigen,beschäftige,,beschäftigst,,beschäftigt,beschäftigte,,beschäftigt,,beschäftigte,,beschäftige,,,beschäftigt,,haben,,,,,,
258,7682,überzeugen,überzeuge,,überzeugst,,überzeugt,überzeugte,,überzeugt,,überzeugte,,überzeuge,überzeug,,überzeugt,,haben,,,,,,
259,7589,lösen,löse,,löst,,löst,löste,,gelöst,,löste,,löse,lös,,löst,,haben,,,,,,
260,7582,schneiden,schneide,,schneidest,,schneidet,schnitt,,geschnitten,,schnitte,,schneide,,,schneidet,,haben,,,Matlagning (2).jpg|mini|3|Jemand ''schneidet'' eine Zwiebel.,Cut finger.jpg|mini|2|in den Finger ''geschnitten'',Furrier is cutting.jpg|mini|3|mit einem Cutter Leder in Streifen ''schneiden'',Circle cut by vertical line.svg|mini|6|Zwei Geraden ''schneiden'' senkrecht einen Kreis
261,7571,enden,ende,,endest,,endet,endete,,geendet,,endete,,ende,,,endet,,haben,,,,,,
262,7564,nutzen,nutze,,nutzt,,nutzt,nutzte,,genutzt,,nutzte,,nutze,,,nutzt,,haben,,,,,,
263,7555,wirken,wirke,,wirkst,,wirkt,wirkte,,gewirkt,,wirkte,,wirk,,,wirkt,,haben,,,,,,
264,7553,süßen,süße,,süßt,,süßt,süßte,,gesüßt,,süßte,,süß,süße,,süßt,,haben,,,,,,
265,7547,beobachten,beobachte,,beobachtest,,beobachtet,beobachtete,,beobachtet,,beobachtete,,beobachte,,,beobachtet,,haben,,,,,,
266,7454,feiern,feiere,,feierst,,feiert,feierte,,gefeiert,,feierte,,feier,feiere,,feiert,,haben,,"Hen party in San Francisco, USA-1Aug2010.jpg|thumb|1|''Feiern'' am [[Abend]] [[vor]] der [[Hochzeit]]",,,,
267,7420,schützen,schütze,,schützt,,schützt,schützte,,geschützt,,schützte,,schütze,schütz,,schützt,,haben,,,,,,
268,7391,aufgeben,gebe auf,,gibst auf,,gibt auf,gab auf,,aufgegeben,,gäbe auf,,gib auf,,,gebt auf,,haben,,,,,,
269,7385,gebären,gebäre,,gebierst,gebärst,gebiert,gebar,,geboren,,gebäre,,gebier,gebär,,gebärt,,haben,,,,,,
270,7380,schreiten,schreite,,schreitest,,schreitet,schritt,,geschritten,,schritte,,schreite,,,schreitet,,sein,,,,,,
271,7376,leisten,leiste,,leistest,,leistet,leistete,,geleistet,,leistete,,leiste,,,leistet,,haben,,,,,,
272,7323,einladen,lade ein,,lädst ein,,lädt ein,lud ein,,eingeladen,,lüde ein,,lade ein,,,ladet ein,,haben,,,,,,
273,7317,herzen,herze,,herzt,,herzt,herzte,,geherzt,,herzte,,herz,herze,,herzt,herzet,haben,,,,,,
274,7310,springen,springe,,springst,,springt,sprang,,gesprungen,,spränge,,springe,spring,,springt,,sein,,,3000WSP final 3.JPG|thumb|1|über eine [[Hürde]] ''springen'',Boy's longjump at beach(14845923272).jpg|thumb|1|Ein [[Junge]] ''springt'' so [[weit]] er [[können|kann]].,Polar bear (Ursus maritimus) in the drift ice region north of Svalbard.jpg|thumb|1|Ein [[Eisbär]] ''springt'' von einer [[Eisscholle]] auf eine andere.,
275,7303,landen,lande,,landest,,landet,landete,,gelandet,,landete,,lande,,,landet,,sein,,Women heptathlon LJ French Athletics Championships 2013 t144222.jpg|thumb|2|im [[Sand]] ''landen'' beim [[Weitsprung]],,,,
276,7247,träumen,träume,,träumst,,träumt,träumte,,geträumt,,träumte,,träume,träum,,träumt,,haben,,,,,,
277,7068,gebrauchen,gebrauche,,gebrauchst,,gebraucht,gebrauchte,,gebraucht,,gebrauchte,,gebrauche,,,gebraucht,,haben,,,,,,
278,7044,feuern,feuere,,feuerst,,feuert,feuerte,,gefeuert,,feuerte,,feuer,feuere,,feuert,,haben,,,,,,
279,7026,schenken,schenke,,schenkst,,schenkt,schenkte,,geschenkt,,schenkte,,schenk,schenke,,schenkt,,haben,,,,,,
280,6907,trennen,trenne,,trennst,,trennt,trennte,,getrennt,,trennte,,trenne,,,trennt,,haben,,,,,,
281,6848,warnen,warne,,warnst,,warnt,warnte,,gewarnt,,warnte,,warne,,,warnt,,haben,,,,,,
282,6842,treiben,treibe,,treibst,,treibt,trieb,,getrieben,,triebe,,treib,treibe,,treibt,,haben,sein,,Caçarelhos48.jpg|thumb|1|[[Hirte]]n ''treiben'' [[Rind]]er die [[Straße]] [[hinunter]],A view of Phewa Lake at Morning time.JPG|thumb|6|[[Boot]]e ''treiben'' auf einem [[See]],0 Le dinandier Guy Clabots - Leffe (1).JPG|thumb|8|ein [[Kupferschmied]] ''treibt'' ein [[Werkstück]] in [[Form]],Sexual scene at a red-figure tondo of a kylix at the Museo nazionale (Tarquinia).jpg|thumb|9|schon die [[alt]]en [[Grieche]]n ''trieben'' es [[heftig]] [[miteinander]]
283,6808,erwähnen,erwähne,,erwähnst,,erwähnt,erwähnte,,erwähnt,,erwähnte,,erwähne,,,erwähnt,,haben,,,,,,
284,6762,aufnehmen,nehme auf,,nimmst auf,,nimmt auf,nahm auf,,aufgenommen,,nähme auf,,nimm auf,,,nehmt auf,,haben,,,,,,
285,6747,entdecken,entdecke,,entdeckst,,entdeckt,entdeckte,,entdeckt,,entdeckte,,entdecke,,,entdeckt,,haben,,,,,,
286,6746,wüten,wüte,,wütest,,wütet,wütete,,gewütet,,wütete,,wüte,wütete,,wütet,,haben,,,,,,
287,6721,ergeben,ergebe,,ergibst,,ergibt,ergab,,ergeben,,ergäbe,,ergib,,,ergebt,ergebet,haben,,,,,,
288,6699,wachsen,wachse,,wächst,,wächst,wuchs,,gewachsen,,wüchse,,wachse,wachs,,wachst,,sein,,,,,,
289,6677,mitbringen,bringe mit,,bringst mit,,bringt mit,brachte mit,,mitgebracht,,brächte mit,,bringe mit,,,bringt mit,,haben,,,,,,
290,6666,ankommen,komme an,,kommst an,,kommt an,kam an,,angekommen,,käme an,,komm an,komme an,,kommt an,,sein,,Charles_Meynier_-_Napoleon_in_Berlin.png|thumb|1|[[W:Napoleon Bonaparte|Napoleon]] ''kommt'' in [[Berlin]] ''an.'',,,,
291,6644,schlampen,schlampe,,schlampst,,schlampt,schlampte,,geschlampt,,schlampte,,schlampe,schlamp,,schlampt,,haben,,,,,,
292,6631,genießen,genieße,,genießt,,genießt,genoss,,genossen,,genösse,,genieß,genieße,,genießt,,haben,,,,,,
293,6607,passen,passe,,passt,,passt,passte,,gepasst,,passte,,pass,,,passt,,haben,,,,,,
294,6582,rauchen,rauche,,rauchst,,raucht,rauchte,,geraucht,,rauchte,,rauche,,,raucht,,haben,,,"Lewis Hine - Newsies at Skeeters Branch, St. Louis, Missouri - Google Art Project.jpg|mini|1|drei Jungen rauchen (1905–1915)","THE UNITED STATES STEEL CORPORATION, JEFFERSON COUNTY'S LARGEST EMPLOYER, HAS TWO PLANTS IN OPERATION, ONE IN... - NARA - 545472.tif|mini|2|ein Schornstein ''raucht''",,
295,6513,packen,packe,,packst,,packt,packte,,gepackt,,packte,,pack,packe,,packt,,haben,,,,,,
296,6502,verbinden,verbinde,,verbindest,,verbindet,verband,,verbunden,,verbände,,verbinde,,,verbindet,,haben,,,Boy receiving treatment after Haiti earthquake.jpg|thumb|1|Einem [[Junge]]n wird [[notdürftig]] der [[Kopf]] ''verbunden.'',Apple-iphone-smartphone-desk-1 (24217686692).jpg|thumb|2|Das [[Smartphone]] wurde mit dem [[Laptop]] ''verbunden.'',,
297,6453,erleben,erlebe,,erlebst,,erlebt,erlebte,,erlebt,,erlebte,,erlebe,,,erlebt,,haben,,,,,,
298,6445,lächeln,lächle,,lächelst,,lächelt,lächelte,,gelächelt,,lächelte,,lächle,,,lächelt,,haben,,,,,,
299,6433,vergeben,vergebe,,vergibst,,vergibt,vergab,,vergeben,,vergäbe,,vergib,,,vergebt,,haben,,,,,,
300,6421,vorbereiten,bereite vor,,bereitest vor,,bereitet vor,bereitete vor,,vorbereitet,,bereitete vor,,bereite vor,,,bereitet vor,,haben,,,,,,
301,6385,beeilen,beeile,,beeilst,,beeilt,beeilte,,beeilt,,beeilte,,beeile,,,beeilt,,haben,,,,,,
302,6381,ausgehen,gehe aus,,gehst aus,,geht aus,ging aus,,ausgegangen,,ginge aus,,geh aus,gehe aus,,geht aus,,sein,,,,,,
303,6337,verfluchen,verfluche,,verfluchst,,verflucht,verfluchte,,verflucht,,verfluchte,,verfluch,verfluche,,verflucht,,haben,,,,,,
304,6308,aufregen,rege auf,,regst auf,,regt auf,regte auf,,aufgeregt,,regte auf,,reg auf,rege auf,,regt auf,,haben,,,,,,
305,6306,trauen,traue,,traust,,traut,traute,,getraut,,traute,,trau,traue,,traut,,haben,,,,,,
306,6262,geraten,gerate,,gerätst,,gerät,geriet,,geraten,,geriete,,gerate,gerat,,geratet,,sein,,,,,,
307,6243,befinden,befinde,,befindest,,befindet,befand,,befunden,,befände,,befinde,,,befindet,,haben,,,,,,
308,6243,unterscheiden,unterscheide,,unterscheidest,,unterscheidet,unterschied,,unterschieden,,unterschiede,,unterscheide,,,unterscheidet,,haben,,,,,,
309,6224,unternehmen,unternehme,,unternimmst,,unternimmt,unternahm,,unternommen,,unternähme,,unternimm,,,unternehmt,,haben,,,,,,
310,6164,stöhnen,stöhne,,stöhnst,,stöhnt,stöhnte,,gestöhnt,,stöhnte,,stöhne,stöhn,,stöhnt,,haben,,,,,,
311,6143,schmecken,schmecke,,schmeckst,,schmeckt,schmeckte,,geschmeckt,,schmeckte,,schmecke,schmeck,,schmeckt,,haben,,,,,,
312,6128,abholen,hole ab,,holst ab,,holt ab,holte ab,,abgeholt,,holte ab,,hole ab,,,holt ab,,haben,,,,,,
313,6077,abhauen,haue ab,,haust ab,,haut ab,hieb ab,haute  ab,abgehauen,abgehaut,hiebe ab,haute ab,hau ab,,,haut ab,,haben,,,,,,
314,6070,vergnügen,vergnüge,,vergnügst,,vergnügt,vergnügte,,vergnügt,,vergnügte,,vergnüg,vergnüge,,vergnügt,,haben,,,,,,
315,6045,auftauchen,tauche auf,,tauchst auf,,taucht auf,tauchte auf,,aufgetaucht,,tauchte auf,,tauche auf,,,taucht auf,,sein,,,,,,
316,6031,beten,bete,,betest,,betet,betete,,gebetet,,betete,,bete,,,betet,,haben,,,,,,
317,6027,dringen,dringe,,dringst,,dringt,drang,,gedrungen,,dränge,,dring,dringe,,dringt,,sein,,,,,,
318,6027,erwachsen,erwachse,,erwächst,,erwächst,erwuchs,,erwachsen,,erwüchse,,erwachse,,,erwachst,,sein,,,,,,
319,6026,nerven,nerve,,nervst,,nervt,nervte,,genervt,,nervte,,nerve,,,nervt,,haben,,,,,,
320,6019,klingeln,klingele,klingle,klingelst,,klingelt,klingelte,,geklingelt,,klingelte,,klingle,,,klingelt,,haben,,,"Solvay House - Detail (Victor Horta, arch.).jpg|mini|1|hier kann man an der Tür ''klingeln''",Rotterdam Hotel New York 09.JPG|mini|1|hier kann man am Empfang ''klingeln'',,
321,5998,drücken,drücke,,drückst,,drückt,drückte,,gedrückt,,drückte,,drück,drücke,,drückt,,haben,,,,,,
322,5959,verhalten,verhalte,,verhältst,,verhält,verhielt,,verhalten,,verhielte,,verhalte,,,verhaltet,,haben,,,,,,
323,5955,bomben,bombe,,bombst,,bombt,bombte,,gebombt,,bombte,,bomb,bombe,,bombt,,haben,,,,,,
324,5954,brennen,brenne,,brennst,,brennt,brannte,,gebrannt,,brennte,,brenne,brenn,,brennt,,haben,,,,,,
325,5940,aufstehen,stehe auf,,stehst auf,,steht auf,stand auf,,aufgestanden,,stände auf,stünde auf,steh auf,stehe auf,,steht auf,,sein,haben,,,,,
326,5928,bemerken,bemerke,,bemerkst,,bemerkt,bemerkte,,bemerkt,,bemerkte,,bemerke,bemerk,,bemerkt,,haben,,,,,,
327,5922,klauen,klaue,,klaust,,klaut,klaute,,geklaut,,klaute,,klaue,klau,,klaut,,haben,,,,,,
328,5918,gucken,gucke,,guckst,,guckt,guckte,,geguckt,,guckte,,guck,,,guckt,,haben,,,"Jan Miense Molenaer 008.jpg|thumb|1|Mal ''gucken,'' ob noch was drin ist ...",Contact Lens Ayala.jpg|thumb|1|Bei [[Fehlsichtigkeit]] kann man mit [[Kontaktlinse]]n [[gut|besser]] ''gucken.'',Wrong end of the telescope (8506489570).jpg|thumb|1|Ob man auch durch das [[falsch]]e [[Ende]] des [[Teleskop]]s ''gucken'' [[können|kann]]?,
